"motif_id","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","motif_name","ic_score"
"MA1962.1",5.61602088822847e-07,-1.89170009922664,0.462,0.644,0.000386943839198942,"POU2F1::SOX2",19.9644439991034
"MA1932.2",5.82074674773762e-07,-3.02053695501889,0.337,0.505,0.000401049450919122,"ELK1::HOXB13",18.867506842948
"MA0786.2",6.01039558134478e-07,-2.49376865458819,0.43,0.644,0.000414116255554655,"POU3F1",11.5398722615125
"MA1942.2",6.08491187276909e-07,-4.77129371685373,0.309,0.505,0.00041925042803379,"ETV2::FOXI1",12.245140091582
"MA0066.2",7.39638049017081e-07,3.52484040163559,0.533,0.356,0.000509610615772768,"PPARG",15.2790852013158
"MA1575.2",7.42356989121195e-07,9.22164059428744,0.552,0.347,0.000511483965504503,"THRB",17.616188853325
"MA0799.3",8.02708185534378e-07,-2.38355036153873,0.338,0.545,0.000553065939833187,"RFX4",19.7814434222408
"MA1630.3",8.05650104864394e-07,-3.90002033480323,0.399,0.564,0.000555092922251568,"ZNF281",16.3801575554281
"MA1115.2",8.30573262129312e-07,-1.36071115469867,0.464,0.663,0.000572264977607096,"POU5F1",9.80696036962538
"MA0651.3",9.0987807788878e-07,-2.19424985420119,0.421,0.594,0.000626905995665369,"HOXC11",16.2587743780595
"MA1944.2",1.4102673908794e-06,-2.40643001890496,0.379,0.594,0.000971674232315908,"ETV5::DRGX",12.932217302222
"MA1420.1",1.60385079086103e-06,-1.81228157524528,0.384,0.564,0.00110505319490325,"IRF5",14.8449760349389
"MA0527.2",1.74476720125065e-06,-2.24998669011533,0.374,0.574,0.0012021446016617,"ZBTB33",12.9290556983456
"MA2102.1",2.65661098984588e-06,-2.09327230652865,0.442,0.634,0.00183040497200381,"ZBTB17",9.47097286523376
"MA1580.1",3.02921455793424e-06,2.8031575570778,0.578,0.366,0.00208712883041669,"ZBTB32",14.6530694235306
"MA0072.2",3.39641794015305e-06,-2.6589294224406,0.353,0.564,0.00234013196076545,"RORA",13.3277480112458
"MA0131.3",4.65937521162772e-06,-2.03606347224794,0.409,0.584,0.0032103095208115,"HINFP",11.8334580556276
"MA1125.2",4.71268802989801e-06,-3.16944101035666,0.368,0.564,0.00324704205259973,"ZNF384",12.6727551614488
"MA0737.1",5.36933013556924e-06,5.64404256116342,0.519,0.317,0.00369946846340721,"GLIS3",20.4098418845371
"MA0138.3",5.63666734028136e-06,1.19387208325271,0.562,0.337,0.00388366379745386,"REST",22.724693471386
"MA0843.2",5.71996741678724e-06,-1.92343898800163,0.392,0.604,0.00394105755016641,"TEF",14.3556038006547
"MA1503.2",6.20308195757496e-06,-1.69132803682203,0.431,0.663,0.00427392346876915,"HOXB9",13.2290022354162
"MA0895.2",6.62041376329318e-06,-2.1588350010867,0.418,0.594,0.004561465082909,"HMBOX1",8.80182132256846
"MA0780.1",9.24440222874634e-06,-1.18885888476436,0.459,0.644,0.00636939313560623,"PAX3",15.4060193557624
"MA0018.5",9.67229234567447e-06,2.2582938366638,0.589,0.416,0.00666420942616971,"CREB1",11.2203127546615
"MA0754.3",1.36366532347186e-05,-1.29486998280842,0.479,0.663,0.00939565407872111,"CUX1",12.2585030426373
"MA0639.2",1.50164587633773e-05,-2.22820459454801,0.37,0.574,0.0103463400879669,"DBP",13.6522550670605
"MA1602.2",1.75535832427048e-05,2.51911210052425,0.539,0.376,0.0120944188542236,"ZSCAN29",14.6322064285248
"MA0775.2",3.06622852669686e-05,1.77568607322685,0.542,0.327,0.0211263145489413,"MEIS3",8.83985560462033
"MA0056.3",3.24381904642575e-05,2.63236173785121,0.587,0.436,0.0223499132298734,"MZF1",11.1285189357865
"MA0679.3",3.30859661995845e-05,-1.76357340452341,0.495,0.663,0.0227962307115137,"ONECUT1",13.2546499329738
"MA0692.2",3.40630215321269e-05,4.72539998947759,0.414,0.257,0.0234694218356354,"TFEB",10.7456092626291
"MA1541.2",3.64379074773235e-05,2.63104026678564,0.516,0.337,0.0251057182518759,"NR6A1",15.2716852076905
"MA0861.2",4.03592808954945e-05,2.28705892286232,0.493,0.297,0.0278075445369957,"TP73",16.9249618491878
"MA1714.2",4.14110821873983e-05,-1.7398359110482,0.441,0.584,0.0285322356271174,"ZNF675",16.7277385053711
"MA1968.2",4.79451650444379e-05,-1.76323147658296,0.388,0.574,0.0330342187156177,"TFCP2",11.2441754252689
"MA0812.2",4.97378985242898e-05,4.12543148296412,0.506,0.356,0.0342694120832357,"TFAP2B",12.1412662883379
"MA1709.2",5.07094989572267e-05,-1.46183792622078,0.405,0.604,0.0349388447815292,"ZIM3",15.0471177801386
"MA1719.2",5.11759840465661e-05,1.95824132696879,0.566,0.376,0.035260253008084,"ZNF816",15.9269733099274
"MA1509.1",5.12280660496357e-05,-2.1800548863148,0.39,0.554,0.035296137508199,"IRF6",14.0438890637499
"MA0107.1",5.50570331637914e-05,-1.09166566294199,0.421,0.624,0.0379342958498523,"RELA",9.69235710983811
"MA1581.2",5.53927418104894e-05,1.6869534590942,0.537,0.347,0.0381655991074272,"ZBTB6",11.870091396987
"MA0913.3",5.82667078797218e-05,-1.6806243942951,0.426,0.604,0.0401457617291283,"HOXD9",12.4366323995262
"MA0774.1",6.39917844663989e-05,1.29250361276564,0.552,0.376,0.0440903394973488,"MEIS2",10.8769570973789
"MA0866.1",6.45083807001213e-05,1.5210678872074,0.562,0.307,0.0444462743023836,"SOX21",23.3481679568641
"MA0752.2",6.86479574060512e-05,2.08891340954949,0.526,0.347,0.0472984426527693,"ZNF410",24.3418510465044
"MA1657.2",7.05987162942938e-05,-1.46937283802312,0.443,0.604,0.0486425155267685,"ZNF652",12.4100466206827
"MA0058.4",7.22402381353801e-05,4.07022992339124,0.457,0.327,0.0497735240752769,"MAX",10.8859799521683
"MA0825.2",7.22402381353801e-05,4.07022992339124,0.457,0.327,0.0497735240752769,"MNT",10.5836868041559
"MA1533.2",7.68469049255723e-05,2.89996426252201,0.491,0.307,0.0529475174937193,"NR1I2",13.6307889682101
"MA1532.2",7.72302698350553e-05,1.48373673010804,0.577,0.436,0.0532116559163531,"NR1D2",21.0976482341723
"MA1494.2",8.71642920136694e-05,1.34831730882532,0.499,0.277,0.0600561971974182,"HNF4A",20.5905338785617
"MA1933.2",9.63844858027428e-05,-4.95178462345583,0.318,0.475,0.0664089107180898,"ELK1::SREBF2",18.153789921418
"MA0472.2",9.76236920354858e-05,-2.5695022748802,0.392,0.584,0.0672627238124497,"EGR2",15.2128058772618
"MA1720.2",0.000110331721883331,2.0124159590039,0.562,0.396,0.0760185563776151,"ZNF85",14.8975885479139
"MA1113.3",0.000129506712292434,-1.33853081990233,0.499,0.624,0.089230124769487,"PBX2",11.7073107427921
"MA0758.1",0.000132800652936649,-2.62226200943284,0.357,0.475,0.0914996498733514,"E2F7",23.8964206861673
"MA1958.2",0.000142202348259029,-1.60817852747111,0.396,0.515,0.0979774179504709,"HOXD12::ELK1",20.1430180598099
"MA1949.2",0.000159989496723546,-2.16067540316488,0.373,0.505,0.110232763242523,"FLI1::DRGX",13.8671280340017
"MA1593.2",0.000160448427510112,1.12264161513694,0.611,0.416,0.110548966554467,"ZNF317",11.2735747014926
"MA2003.2",0.000165894957912822,5.20463624069887,0.491,0.297,0.114301626001935,"NKX2-4",8.9255625206352
"MA0468.1",0.000185040675833182,-1.04375352666789,0.47,0.604,0.127493025649063,"DUX4",15.0044690247947
"MA0003.5",0.000213144397246841,2.35108832280057,0.531,0.376,0.146856489703073,"TFAP2A",11.4445382553503
"MA1106.2",0.000226951329883249,-1.20976784923236,0.486,0.693,0.156369466289559,"HIF1A",9.95540900170334
"MA1637.2",0.000231232785448745,3.21468374319446,0.539,0.406,0.159319389174185,"EBF3",11.926490554596
"MA0873.2",0.000235589953996865,-1.19798322362343,0.432,0.594,0.16232147830384,"HOXD12",13.8346960403106
"MA1729.2",0.000240024073938742,-1.40440384342537,0.453,0.624,0.165376586943793,"ZNF680",15.3452817961489
"MA0485.3",0.000263393587017535,-2.15662510871379,0.432,0.614,0.181478181455082,"HOXC9",14.1571119202715
"MA0686.2",0.000276372838967347,-2.73382697633304,0.365,0.505,0.190420886048502,"SPDEF",14.2960631863227
"MA0073.2",0.00028835178394655,3.11725909734159,0.545,0.436,0.198674379139173,"RREB1",11.6745749749678
"MA1561.2",0.000291019477142912,2.16412488061417,0.549,0.396,0.200512419751466,"SOX12",13.1300359444095
"MA1525.3",0.00030978212277813,-1.14857550839669,0.421,0.564,0.213439882594132,"NFATC4",11.7396897959867
"MA0689.1",0.000320461163205295,1.30268956308813,0.511,0.366,0.220797741448448,"TBX20",13.6330822816549
"MA1102.3",0.000329371786277218,1.90005633091539,0.539,0.386,0.226937160745003,"CTCFL",11.6748480234811
"MA0259.2",0.000337897077046476,-1.19667546698875,0.443,0.614,0.232811086085022,"ARNT::HIF1A",8.13530385380971
"MA0908.2",0.000349479528121964,-1.79605458333585,0.431,0.584,0.240791394876033,"HOXD11",11.7206984874158
"MA0810.2",0.000355247543752176,1.8564779938865,0.506,0.366,0.244765557645249,"TFAP2A",10.5176919023952
"MA1957.1",0.000368719811590694,-7.92657662178558,0.294,0.475,0.254047950185988,"HOXB2::ELK1",17.0760897765522
"MA0819.3",0.00037309027314892,1.96357914629486,0.544,0.436,0.257059198199606,"CLOCK",10.4030449729438
"MA1640.2",0.000392122026782068,-1.26332042651508,0.508,0.634,0.270172076452845,"MEIS2",11.4571359060497
"MA1470.2",0.000397467794233419,1.74248687016418,0.524,0.337,0.273855310226825,"BACH2",21.6361923168732
"MA1954.2",0.000456022932741409,-2.75890231211574,0.336,0.465,0.314199800658831,"FOXO1::ELK1",14.9456837396786
"MA1966.2",0.000520701545162562,-0.956037699438451,0.481,0.644,0.358763364617005,"TFAP4::ETV1",14.4527541942374
