"motif_id","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","motif_name","ic_score"
"MA1640.2",8.19699253145664e-10,-5.33654399659302,0.302,0.634,5.64772785417362e-07,"MEIS2",11.4571359060497
"MA0104.5",8.59747565227949e-10,4.51851367681025,0.648,0.317,5.92366072442057e-07,"MYCN",11.5832343684793
"MA0789.1",8.93154380090901e-10,-4.79856505041585,0.346,0.683,6.15383367882631e-07,"POU3F4",13.3671898287405
"MA1947.2",9.10329192696888e-10,2.48773366282327,0.797,0.515,6.27216813768156e-07,"ETV5::FOXO1",11.1904555240634
"MA0679.3",1.25667989105854e-09,-4.23418375938259,0.363,0.663,8.65852444939336e-07,"ONECUT1",13.2546499329738
"MA1145.2",2.73099449979251e-09,3.32566181164126,0.72,0.406,1.88165521035704e-06,"FOSL2::JUND",12.7453872282937
"MA0786.2",2.78202362043202e-09,-3.13036482018157,0.302,0.644,1.91681427447766e-06,"POU3F1",11.5398722615125
"MA0074.1",3.10827138141968e-09,2.06221441271934,0.643,0.347,2.14159898179816e-06,"RXRA::VDR",10.4662179160218
"MA0681.3",3.3461579296042e-09,-2.6867910267671,0.44,0.752,2.3055028134973e-06,"PHOX2B",14.4019919193493
"MA0115.1",3.47165705552483e-09,5.10251994058034,0.522,0.267,2.39197171125661e-06,"NR1H2::RXRA",20.2722266432133
"MA0780.1",3.73655041503568e-09,-2.07033464974354,0.352,0.644,2.57448323595958e-06,"PAX3",15.4060193557624
"MA0137.4",3.87627423189278e-09,2.56825322247644,0.72,0.396,2.67075294577413e-06,"STAT1",14.0359128898545
"MA1714.2",6.11499388131104e-09,-6.39580364915478,0.313,0.584,4.21323078422331e-06,"ZNF675",16.7277385053711
"MA1940.2",7.5274974970192e-09,2.21358120403263,0.835,0.683,5.18644577544623e-06,"ETV2::DRGX",13.9437846953249
"MA0470.3",1.47022920154264e-08,2.26329161012063,0.791,0.475,1.01298791986288e-05,"E2F4",14.5348930472404
"MA1987.2",1.63453837183211e-08,-3.86047789913093,0.385,0.683,1.12619693819232e-05,"ZNF701",16.1910597745
"MA0788.1",3.67477328885732e-08,-2.75225556299554,0.396,0.653,2.53191879602269e-05,"POU3F3",13.4076028191331
"MA0131.3",6.78975131458401e-08,1.70658306208551,0.835,0.584,4.67813865574838e-05,"HINFP",11.8334580556276
"MA0695.2",9.42271158084851e-08,2.46341642879157,0.742,0.475,6.49224827920463e-05,"ZBTB7C",9.64132254288811
"MA1126.2",1.07680733963143e-07,3.09163007014012,0.676,0.376,7.41920257006052e-05,"FOS::JUN",9.58774644618286
"MA0787.1",1.36950061379744e-07,-2.78209678382843,0.341,0.673,9.43585922906434e-05,"POU3F2",13.6856954414513
"MA1709.2",1.36950061379744e-07,2.05385828804274,0.775,0.604,9.43585922906434e-05,"ZIM3",15.0471177801386
"MA0627.3",1.43901576439411e-07,-2.70892515464853,0.357,0.653,9.9148186166754e-05,"POU2F3",13.0682849150876
"MA0844.2",1.81114626160153e-07,1.58587236368994,0.709,0.436,0.000124787977424345,"XBP1",14.736838539791
"MA0527.2",2.35061800814234e-07,1.56926211708763,0.852,0.574,0.000161957580761007,"ZBTB33",12.9290556983456
"MA1962.1",2.76341946771949e-07,-2.56951737791394,0.363,0.644,0.000190399601325873,"POU2F1::SOX2",19.9644439991034
"MA1983.2",3.74873037947942e-07,-2.24327116820982,0.473,0.713,0.000258287523146132,"ZNF582",21.9035430800559
"MA1972.1",4.09223753307042e-07,-2.1590692474853,0.456,0.743,0.000281955166028552,"ZFP14",15.0204495012652
"MA1474.2",6.8323950388094e-07,1.58763944736211,0.747,0.446,0.000470752018173967,"CREB3L4",10.6514308205455
"MA1585.2",7.21611180924843e-07,1.88471755314924,0.692,0.406,0.000497190103657217,"ZKSCAN1",13.2397518762878
"MA2099.1",7.27259551307908e-07,2.9074538250258,0.626,0.376,0.000501081830851148,"ZNF770",11.5479768918658
"MA0801.1",9.68946369861175e-07,4.44132759043542,0.484,0.228,0.00066760404883435,"MGA",10.8283507912016
"MA0803.1",9.68946369861175e-07,4.44132759043542,0.484,0.228,0.00066760404883435,"TBX15",13.2937444914944
"MA0067.3",1.61653710155755e-06,2.14761239713544,0.659,0.406,0.00111379406297315,"PAX2",16.9488096479687
"MA0805.1",1.70435470923797e-06,3.38617304554175,0.522,0.307,0.00117430039466496,"TBX1",12.8109898020376
"MA1105.3",1.79674769384835e-06,2.13019138402538,0.703,0.465,0.00123795916106152,"GRHL2",10.9777763100754
"MA0605.3",1.83780129979979e-06,2.43476861401068,0.703,0.505,0.00126624509556205,"ATF3",17.0541878160233
"MA0863.1",1.93712770248553e-06,-3.19964037085611,0.357,0.564,0.00133468098701253,"MTF1",17.9609146326499
"MA1470.2",2.07243044700668e-06,2.24017730943859,0.626,0.337,0.0014279045779876,"BACH2",21.6361923168732
"MA0149.1",2.59212466088704e-06,-1.2791828466267,0.522,0.792,0.00178597389135117,"EWSR1-FLI1",30.0530883980234
"MA0861.2",3.02805498064788e-06,2.6127781058653,0.533,0.297,0.00208632988166639,"TP73",16.9249618491878
"MA1588.1",3.23568214734836e-06,-3.1510138577586,0.363,0.594,0.00222938499952302,"ZNF136",17.8520161373295
"MA1491.3",3.719756498861e-06,7.6307812021806,0.516,0.257,0.00256291222771523,"GLI3",22.2338240780884
"MA1602.2",3.83016405610833e-06,3.11965346202988,0.593,0.376,0.00263898303465864,"ZSCAN29",14.6322064285248
"MA0656.2",3.85825288609561e-06,2.3989148804216,0.687,0.485,0.00265833623851988,"JDP2",17.1484687635396
"MA1099.3",4.24185977909751e-06,1.58935751702963,0.742,0.455,0.00292264138779818,"HES1",10.4924941692682
"MA0690.3",4.97566679392578e-06,2.20611376243385,0.555,0.327,0.00342823442101486,"TBX21",13.327007355281
"MA0158.2",6.08657012591928e-06,-2.83292944308917,0.341,0.574,0.00419364681675839,"HOXA5",10.1206966392475
"MA0846.2",6.58491388373826e-06,1.44995113227836,0.709,0.465,0.00453700566589566,"FOXC2",11.3559719197297
"MA1148.2",7.86673241417064e-06,5.52485881171838,0.593,0.376,0.00542017863336357,"PPARA::RXRA",12.3232941464063
"MA0014.4",8.93385843026141e-06,1.80980123873178,0.626,0.366,0.00615542845845011,"PAX5",10.5513355072885
"MA0769.3",9.18911053184424e-06,-3.85295834665375,0.335,0.535,0.00633129715644068,"TCF7",10.6108504704107
"MA0771.1",1.08732125861474e-05,1.66570083704728,0.676,0.455,0.00749164347185557,"HSF4",13.6187541131283
"MA0715.1",1.86239769618376e-05,-1.75045489942258,0.495,0.713,0.0128319201267061,"PROP1",14.8803738425941
"MA0024.3",2.00707585988757e-05,1.46596821649584,0.703,0.525,0.0138287526746254,"E2F1",12.8766243673134
"MA1717.2",2.26715882768255e-05,3.22310046189034,0.632,0.396,0.0156207243227327,"ZNF784",11.7889424191285
"MA1494.2",3.36330209866695e-05,1.61688497182459,0.566,0.277,0.0231731514598153,"HNF4A",20.5905338785617
"MA1943.2",4.63973914669094e-05,1.63390305631707,0.736,0.535,0.0319678027207006,"ETV2::HOXB13",15.6642306659621
"MA1711.2",5.8950282526871e-05,1.24635289869739,0.819,0.624,0.0406167446610141,"ZNF343",19.2556711053775
"MA1545.2",7.09712191992768e-05,0.775494626813709,0.67,0.485,0.0488991700283017,"OVOL2",11.9061115700822
