"motif_id","motif_name","ic_score"
"MA1583.2","ZFP57",11.2683769388972
"MA0751.2","ZIC4",13.4518934555612
"MA1584.2","ZIC5",18.9629108143275
"MA1709.2","ZIM3",15.0471177801386
"MA1585.2","ZKSCAN1",13.2397518762878
"MA1973.2","ZKSCAN3",16.5924710707852
"MA1652.2","ZKSCAN5",13.0001294029522
"MA1589.2","ZNF140",22.3467385082089
"MA1653.2","ZNF148",13.3001876204742
"MA1654.2","ZNF16",24.2958697915713
"MA1725.2","ZNF189",12.0352467059618
"MA1974.2","ZNF211",14.3044097420278
"MA1975.2","ZNF214",13.3171325377822
"MA1710.2","ZNF257",13.2226187186327
"MA0528.3","ZNF263",11.0353915490101
"MA1592.2","ZNF274",16.5367713077309
"MA1630.3","ZNF281",16.3801575554281
"MA1154.2","ZNF282",19.9033460361002
"MA1593.2","ZNF317",11.2735747014926
"MA1976.2","ZNF320",17.9936990634159
"MA1977.2","ZNF324",15.7098613909125
"MA1726.2","ZNF331",12.9214121549492
"MA1655.2","ZNF341",10.5387092826484
"MA1711.2","ZNF343",19.2556711053775
"MA1978.2","ZNF354A",11.6294911958998
"MA1125.2","ZNF384",12.6727551614488
"MA0752.2","ZNF410",24.3418510465044
"MA1979.2","ZNF416",12.5107809195263
"MA1727.2","ZNF417",12.8630211396864
"MA1656.2","ZNF449",13.1167182184974
"MA1712.2","ZNF454",14.8189125248174
"MA1981.2","ZNF530",16.4574801592695
"MA1728.2","ZNF549",10.9673239769254
"MA1982.2","ZNF574",15.1877386099192
"MA1983.2","ZNF582",21.9035430800559
"MA1713.2","ZNF610",13.519062119401
"MA1657.2","ZNF652",12.4100466206827
"MA1984.2","ZNF667",12.2305000955587
"MA1714.2","ZNF675",16.7277385053711
"MA1729.2","ZNF680",15.3452817961489
"MA1599.2","ZNF682",14.3489973403904
"MA1600.2","ZNF684",19.9120364798027
"MA1986.2","ZNF692",12.0929348438921
"MA1987.2","ZNF701",16.1910597745
"MA1730.2","ZNF708",13.8626445869641
"MA0753.3","ZNF740",14.3500320873139
"MA1716.2","ZNF76",18.7092754380633
"MA1731.2","ZNF768",12.0528624546164
"MA1717.2","ZNF784",11.7889424191285
"MA1719.2","ZNF816",15.9269733099274
"MA1720.2","ZNF85",14.8975885479139
"MA1721.2","ZNF93",15.4652515602927
"MA1602.2","ZSCAN29",14.6322064285248
"MA1722.2","ZSCAN31",24.671201334407
