"motif_id","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","motif_name","ic_score"
"MA0161.3",7.1601179451204e-17,7.75388910052552,0.974,0.281,4.93332126418796e-14,"NFIC",10.4960837516708
"MA0670.2",7.52783715819997e-17,8.38311081373377,0.974,0.469,5.18667980199978e-14,"NFIA",11.9971740074589
"MA0793.2",9.02642811077241e-16,5.99955317841943,0.958,0.438,6.21920896832219e-13,"POU6F2",11.3980408932753
"MA1150.2",2.78291223468136e-15,5.53039988772388,0.963,0.312,1.91742652969546e-12,"RORB",9.24838735164769
"MA0674.2",4.57407467255722e-15,6.12875529439555,0.953,0.312,3.15153744939193e-12,"NKX6-1",9.0729287051786
"MA0702.3",4.57407467255722e-15,6.12875529439555,0.953,0.312,3.15153744939193e-12,"LMX1A",12.2333612382993
"MA1463.2",4.79479156531697e-15,5.03282592514529,0.963,0.375,3.30361138850339e-12,"ARGFX",11.7883575472015
"MA0642.3",6.82009246489855e-15,5.77258331650137,0.979,0.469,4.6990437083151e-12,"EN2",8.94449959601543
"MA0072.2",9.24114278184742e-15,5.56443816969069,0.958,0.344,6.36714737669287e-12,"RORA",13.3277480112458
"MA1528.2",2.33188704783924e-14,8.52624793531732,0.921,0.25,1.60667017596124e-11,"NFIX",15.6339547236602
"MA0075.4",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"PRRX2",10.956430321608
"MA0618.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"LBX1",9.82867646137221
"MA0644.3",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"ESX1",9.96807764722104
"MA0661.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"MEOX1",9.3444348988704
"MA0701.3",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"LHX9",10.8381566870076
"MA0710.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"NOTO",9.38291224693657
"MA0725.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"VSX1",8.06102162725241
"MA0726.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"VSX2",9.15835253481659
"MA0889.2",2.7380278069645e-14,4.48389840731776,0.963,0.375,1.88650115899854e-11,"GBX1",10.4176480985704
"MA0658.2",3.52081479145447e-14,4.72009682676109,0.948,0.469,2.42584139131213e-11,"LHX6",10.5323192813071
"MA0068.2",3.85693050804334e-14,4.75530728471883,0.942,0.469,2.65742512004186e-11,"PAX4",9.22181960132683
"MA1549.2",5.30108822936285e-14,4.96177432791889,0.953,0.406,3.652449790031e-11,"POU6F1",10.4362204804577
"MA1151.2",6.35276759817441e-14,4.1723149012848,0.958,0.438,4.37705687514217e-11,"RORC",9.68774554894153
"MA0727.2",3.22923209476238e-13,5.15051143536466,0.932,0.438,2.22494091329128e-10,"NR3C2",18.7648721119741
"MA0113.4",3.68341614597e-13,5.41646554159612,0.953,0.375,2.53787372457333e-10,"NR3C1",18.9274296574016
"MA0027.3",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"EN1",9.05281989131869
"MA0132.3",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"PDX1",9.66370727614026
"MA0612.3",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"EMX1",10.2257750313434
"MA0628.2",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"POU6F1",9.25283046857042
"MA0654.2",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"ISX",10.2735945000118
"MA0707.3",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"MNX1",9.00272300794655
"MA0716.2",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"PRRX1",8.04796319969512
"MA0886.2",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"EMX2",9.86399754064554
"MA0900.3",5.82398784736522e-13,4.56761318985816,0.932,0.406,4.01272762683463e-10,"HOXA2",10.5243152509132
